"","utilidad","inc_pres_publ"
"1",33.3963354304433,688.31293023157
"2",-9.97442185878754,-393.980458856368
"3",-47.9992165416479,-1193.73370814598
"4",42.7305578067899,676.098576069258
"5",2.10590224713087,1.17506144407453
"6",-72.8473797813058,-1211.56724379152
"7",31.9860465079546,550.799381592828
"8",23.4149795398116,-159.760518307761
"9",-73.2752610743046,-1940.68679895368
"10",-62.7934036403894,-1392.73638930081
"11",-17.5106908008456,-818.484593942279
"12",-36.837471164763,-268.586991581182
"13",22.5417846813798,575.955935527147
"14",-67.5904745608568,-2097.5171676456
"15",-35.6336728483438,-254.455985664736
"16",28.1760719418526,757.441255805561
"17",53.658608160913,1511.87020950829
"18",-21.6700380295515,-1283.21639139578
"19",-68.1402112171054,-1435.36819645802
"20",-52.9714550077915,-176.321465035537
"21",18.57312630862,38.6662896970946
"22",-48.9741352573037,-15.7723881221218
"23",33.6748676002026,1064.67859024055
"24",54.8597172275186,1328.89595279892
"25",-30.5571073666215,-734.628696156876
"26",24.0253016725183,-823.410963703265
"27",12.4145205691457,-572.128543763952
"28",-38.8441515341401,-16.1523911275233
"29",-28.1023675203323,-456.932516184882
"30",-21.1112945899367,222.82320209145
"31",-22.6629721745849,-519.616340045418
"32",-14.6104489266872,-479.971859937647
"33",-9.96864661574364,-224.583974557624
"34",18.9868392795324,184.448643069073
"35",-44.4702516868711,-1449.1533734335
"36",20.3953672200441,223.571873120115
"37",-60.5114061757922,-1271.89679852321
"38",32.262218631804,-524.375867252063
"39",-20.2901696413755,55.041181573445
"40",-6.61486130207777,-374.405804735173
"41",-21.8885426595807,15.0210699641335
"42",53.7658513709903,783.447375212201
"43",-35.4181764647365,-1037.78607621827
"44",-65.0496585294604,-982.208109419652
"45",-71.0510089248419,-607.558184717079
"46",32.0394559204578,1615.78189363457
"47",72.7110201120377,1346.29595893384
"48",-6.70482937246561,207.323680408289
"49",34.1569973155856,1068.32294958138
"50",48.6122120171785,776.554890772292
"51",79.3888993188739,1013.02024965357
"52",42.4324915930629,2.82243295028286
"53",22.2848015278578,200.768197872209
"54",-32.0583724603057,-1170.82276504307
"55",-22.6190342009068,172.687100976108
"56",-11.8672457709908,-1139.21833002762
"57",34.43773586303,840.564388601652
"58",4.10360436886549,756.821065619867
"59",1.83006711304188,-186.97530968784
"60",-37.3537474870682,-693.173055323835
"61",12.6204431429505,346.08530353161
"62",24.9362352862954,794.37210768252
"63",-48.437215089798,-1196.73771283975
"64",13.6903394386172,929.782733246372
"65",-59.3370495736599,-1561.25963283758
"66",-73.8638352230191,-2435.53661234795
"67",35.9727063030005,728.281687581159
"68",-70.1597620919347,-1415.00539367284
"69",-58.155373968184,-1550.81193237435
"70",71.0637808963656,957.904248191921
"71",1.21887292712927,-240.856344378017
"72",79.2634516581893,1047.44477838624
"73",25.8188482373953,1279.23322750681
"74",-68.1003052741289,-792.27592987943
"75",74.7347307950258,1225.08394134096
"76",-56.2784453853965,-977.127322551951
"77",25.2315573394299,1168.01793030123
"78",73.0257003754377,1149.35014898681
"79",24.4675426930189,161.94486956448
"80",73.0845753848553,1098.54256726975
"81",6.9791054725647,43.2614044109407
"82",-77.2439550235868,-1894.54183872243
"83",-25.6560189649463,-981.555129204283
"84",-4.8645843192935,-922.049607439062
"85",7.1211826056242,138.395133931395
"86",-76.9300863519311,-808.777765413302
"87",-79.6940746903419,-1295.66833350136
"88",28.9202738180757,679.052207723459
"89",6.07701234519482,100.880956951186
"90",23.3125830441713,-801.160159604272
"91",30.6277918070555,1182.36695999229
"92",30.1676064357162,1547.24010635855
"93",52.6054905727506,932.947354050063
"94",41.6173306107521,928.627357459168
