"","presupuesto_mercadeo","ventas_totales"
"1",20.0243364872877,145.78659274173
"2",20.0243364872877,140.06947145774
"3",18.5940267381957,134.352350173751
"4",21.4546462363796,131.493789531756
"5",20.0243364872877,142.928032099735
"6",24.3152657345636,154.362274667714
"7",20.0243364872877,131.493789531756
"8",21.4546462363796,142.928032099735
"9",20.0243364872877,125.776668247767
"10",21.4546462363796,140.06947145774
"11",21.4546462363796,154.362274667714
"12",22.8849559854716,137.210910815746
"13",20.0243364872877,137.210910815746
"14",15.7334072400117,122.918107605772
"15",17.1637169891037,165.796517235693
"16",21.4546462363796,162.937956593698
"17",18.5940267381957,154.362274667714
"18",20.0243364872877,145.78659274173
"19",24.3152657345636,162.937956593698
"20",21.4546462363796,145.78659274173
"21",24.3152657345636,154.362274667714
"22",21.4546462363796,145.78659274173
"23",14.3030974909198,131.493789531756
"24",24.3152657345636,145.78659274173
"25",27.1758852327475,137.210910815746
"26",22.8849559854716,142.928032099735
"27",22.8849559854716,142.928032099735
"28",21.4546462363796,148.645153383724
"29",20.0243364872877,148.645153383724
"30",22.8849559854716,134.352350173751
"31",22.8849559854716,137.210910815746
"32",21.4546462363796,154.362274667714
"33",21.4546462363796,148.645153383724
"34",20.0243364872877,157.220835309708
"35",21.4546462363796,140.06947145774
"36",17.1637169891037,142.928032099735
"37",18.5940267381957,157.220835309708
"38",20.0243364872877,140.06947145774
"39",18.5940267381957,125.776668247767
"40",21.4546462363796,145.78659274173
"41",18.5940267381957,142.928032099735
"42",18.5940267381957,128.635228889761
"43",18.5940267381957,125.776668247767
"44",22.8849559854716,142.928032099735
"45",27.1758852327475,145.78659274173
"46",20.0243364872877,137.210910815746
"47",22.8849559854716,145.78659274173
"48",20.0243364872877,131.493789531756
"49",21.4546462363796,151.503714025719
"50",20.0243364872877,142.928032099735
"51",67.2245582073228,200.099244939629
"52",64.3639387091389,182.947881087661
"53",70.0851777055068,197.240684297634
"54",57.212389963679,157.220835309708
"55",65.7942484582309,185.806441729655
"56",64.3639387091389,162.937956593698
"57",67.2245582073228,180.089320445666
"58",47.2002217200352,140.06947145774
"59",65.7942484582309,188.66500237165
"60",55.782080214587,148.645153383724
"61",50.0608412182191,142.928032099735
"62",60.073009461863,168.655077877687
"63",57.212389963679,171.513638519682
"64",67.2245582073228,174.372199161677
"65",51.4911509673111,160.079395951703
"66",62.9336289600469,191.523563013645
"67",64.3639387091389,160.079395951703
"68",58.642699712771,165.796517235693
"69",64.3639387091389,177.230759803671
"70",55.782080214587,160.079395951703
"71",68.6548679564148,168.655077877687
"72",57.212389963679,174.372199161677
"73",70.0851777055068,180.089320445666
"74",67.2245582073228,174.372199161677
"75",61.5033192109549,182.947881087661
"76",62.9336289600469,188.66500237165
"77",68.6548679564148,194.38212365564
"78",71.5154874545988,191.523563013645
"79",64.3639387091389,171.513638519682
"80",50.0608412182191,162.937956593698
"81",54.3517704654951,157.220835309708
"82",52.9214607164031,157.220835309708
"83",55.782080214587,165.796517235693
"84",72.9457972036907,171.513638519682
"85",64.3639387091389,154.362274667714
"86",64.3639387091389,171.513638519682
"87",67.2245582073228,191.523563013645
"88",62.9336289600469,180.089320445666
"89",58.642699712771,160.079395951703
"90",57.212389963679,157.220835309708
"91",62.9336289600469,157.220835309708
"92",65.7942484582309,174.372199161677
"93",57.212389963679,165.796517235693
"94",47.2002217200352,142.928032099735
"95",60.073009461863,160.079395951703
"96",60.073009461863,162.937956593698
"97",60.073009461863,162.937956593698
"98",61.5033192109549,177.230759803671
"99",42.9092924727593,145.78659274173
"100",58.642699712771,162.937956593698
"101",85.8185849455185,180.089320445666
"102",72.9457972036907,165.796517235693
"103",84.3882751964265,202.957805581624
"104",80.0973459491506,180.089320445666
"105",82.9579654473346,185.806441729655
"106",94.4004434400704,217.250608791597
"107",64.3639387091389,140.06947145774
"108",90.1095141927944,208.674926865613
"109",82.9579654473346,191.523563013645
"110",87.2488946946105,205.816366223618
"111",72.9457972036907,185.806441729655
"112",75.8064167018747,182.947881087661
"113",78.6670362000586,194.38212365564
"114",71.5154874545988,162.937956593698
"115",72.9457972036907,165.796517235693
"116",75.8064167018747,182.947881087661
"117",78.6670362000586,185.806441729655
"118",95.8307531891624,220.109169433592
"119",98.6913726873463,220.109169433592
"120",71.5154874545988,171.513638519682
"121",81.5276556982426,197.240684297634
"122",70.0851777055068,160.079395951703
"123",95.8307531891624,220.109169433592
"124",70.0851777055068,180.089320445666
"125",81.5276556982426,191.523563013645
"126",85.8185849455185,205.816366223618
"127",68.6548679564148,177.230759803671
"128",70.0851777055068,174.372199161677
"129",80.0973459491506,182.947881087661
"130",82.9579654473346,205.816366223618
"131",87.2488946946105,211.533487507608
"132",91.5398239418864,225.826290717581
"133",80.0973459491506,182.947881087661
"134",72.9457972036907,180.089320445666
"135",80.0973459491506,174.372199161677
"136",87.2488946946105,220.109169433592
"137",80.0973459491506,180.089320445666
"138",78.6670362000586,182.947881087661
"139",68.6548679564148,171.513638519682
"140",77.2367264509667,197.240684297634
"141",80.0973459491506,191.523563013645
"142",72.9457972036907,197.240684297634
"143",72.9457972036907,165.796517235693
"144",84.3882751964265,194.38212365564
"145",81.5276556982426,191.523563013645
"146",74.3761069527827,191.523563013645
"147",71.5154874545988,180.089320445666
"148",74.3761069527827,185.806441729655
"149",77.2367264509667,177.230759803671
"150",72.9457972036907,168.655077877687
