"","n_empleados","ingresos"
"1",1.3318074287381,263.240167194745
"2",1.3318074287381,225.634429024067
"3",1.3318074287381,240.676724292338
"4",1.3318074287381,233.155576658202
"5",1.3318074287381,270.76131482888
"6",2.6636148574762,293.324757731287
"7",1.99771114310715,255.719019560609
"8",1.3318074287381,255.719019560609
"9",1.3318074287381,218.113281389931
"10",0.665903714369051,233.155576658202
"11",1.3318074287381,278.282462463016
"12",1.3318074287381,255.719019560609
"13",0.665903714369051,225.634429024067
"14",0.665903714369051,225.634429024067
"15",1.3318074287381,300.845905365422
"16",2.6636148574762,330.930495901965
"17",2.6636148574762,293.324757731287
"18",1.99771114310715,263.240167194745
"19",1.99771114310715,285.803610097151
"20",1.99771114310715,285.803610097151
"21",1.3318074287381,255.719019560609
"22",2.6636148574762,278.282462463016
"23",1.3318074287381,270.76131482888
"24",3.32951857184526,248.197871926473
"25",1.3318074287381,255.719019560609
"26",1.3318074287381,225.634429024067
"27",2.6636148574762,255.719019560609
"28",1.3318074287381,263.240167194745
"29",1.3318074287381,255.719019560609
"30",1.3318074287381,240.676724292338
"31",1.3318074287381,233.155576658202
"32",2.6636148574762,255.719019560609
"33",0.665903714369051,308.367052999558
"34",1.3318074287381,315.888200633693
"35",1.3318074287381,233.155576658202
"36",1.3318074287381,240.676724292338
"37",1.3318074287381,263.240167194745
"38",0.665903714369051,270.76131482888
"39",1.3318074287381,225.634429024067
"40",1.3318074287381,255.719019560609
"41",1.99771114310715,263.240167194745
"42",1.99771114310715,172.986395585118
"43",1.3318074287381,240.676724292338
"44",3.99542228621431,263.240167194745
"45",2.6636148574762,285.803610097151
"46",1.99771114310715,225.634429024067
"47",1.3318074287381,285.803610097151
"48",1.3318074287381,240.676724292338
"49",1.3318074287381,278.282462463016
"50",1.3318074287381,248.197871926473
"51",9.32265200116672,240.676724292338
"52",9.98855571553577,240.676724292338
"53",9.98855571553577,233.155576658202
"54",8.65674828679767,172.986395585118
"55",9.98855571553577,210.592133755796
"56",8.65674828679767,210.592133755796
"57",10.6544594299048,248.197871926473
"58",6.65903714369051,180.507543219253
"59",8.65674828679767,218.113281389931
"60",9.32265200116672,203.07098612166
"61",6.65903714369051,150.422952682711
"62",9.98855571553577,225.634429024067
"63",6.65903714369051,165.465247950982
"64",9.32265200116672,218.113281389931
"65",8.65674828679767,218.113281389931
"66",9.32265200116672,233.155576658202
"67",9.98855571553577,225.634429024067
"68",6.65903714369051,203.07098612166
"69",9.98855571553577,165.465247950982
"70",7.32494085805956,188.028690853389
"71",11.9862668586429,240.676724292338
"72",8.65674828679767,210.592133755796
"73",9.98855571553577,188.028690853389
"74",7.99084457242861,210.592133755796
"75",8.65674828679767,218.113281389931
"76",9.32265200116672,225.634429024067
"77",9.32265200116672,210.592133755796
"78",11.3203631442739,225.634429024067
"79",9.98855571553577,218.113281389931
"80",6.65903714369051,195.549838487525
"81",7.32494085805956,180.507543219253
"82",6.65903714369051,180.507543219253
"83",7.99084457242861,203.07098612166
"84",10.6544594299048,203.07098612166
"85",9.98855571553577,225.634429024067
"86",10.6544594299048,255.719019560609
"87",9.98855571553577,233.155576658202
"88",8.65674828679767,172.986395585118
"89",8.65674828679767,225.634429024067
"90",8.65674828679767,188.028690853389
"91",7.99084457242861,195.549838487525
"92",9.32265200116672,225.634429024067
"93",7.99084457242861,195.549838487525
"94",6.65903714369051,172.986395585118
"95",8.65674828679767,203.07098612166
"96",7.99084457242861,225.634429024067
"97",8.65674828679767,218.113281389931
"98",8.65674828679767,218.113281389931
"99",7.32494085805956,188.028690853389
"100",8.65674828679767,210.592133755796
"101",16.6475928592263,248.197871926473
"102",12.652170573012,203.07098612166
"103",13.9839780017501,225.634429024067
"104",11.9862668586429,218.113281389931
"105",14.6498817161191,225.634429024067
"106",13.9839780017501,225.634429024067
"107",11.3203631442739,188.028690853389
"108",11.9862668586429,218.113281389931
"109",11.9862668586429,188.028690853389
"110",16.6475928592263,270.76131482888
"111",13.318074287381,240.676724292338
"112",12.652170573012,203.07098612166
"113",13.9839780017501,225.634429024067
"114",13.318074287381,188.028690853389
"115",15.9816891448572,210.592133755796
"116",15.3157854304882,240.676724292338
"117",11.9862668586429,225.634429024067
"118",14.6498817161191,285.803610097151
"119",15.3157854304882,195.549838487525
"120",9.98855571553577,165.465247950982
"121",15.3157854304882,240.676724292338
"122",13.318074287381,210.592133755796
"123",13.318074287381,210.592133755796
"124",11.9862668586429,203.07098612166
"125",13.9839780017501,248.197871926473
"126",11.9862668586429,240.676724292338
"127",11.9862668586429,210.592133755796
"128",11.9862668586429,225.634429024067
"129",13.9839780017501,210.592133755796
"130",10.6544594299048,225.634429024067
"131",12.652170573012,210.592133755796
"132",13.318074287381,285.803610097151
"133",14.6498817161191,210.592133755796
"134",9.98855571553577,210.592133755796
"135",9.32265200116672,195.549838487525
"136",15.3157854304882,225.634429024067
"137",15.9816891448572,255.719019560609
"138",11.9862668586429,233.155576658202
"139",11.9862668586429,225.634429024067
"140",13.9839780017501,233.155576658202
"141",15.9816891448572,233.155576658202
"142",15.3157854304882,233.155576658202
"143",12.652170573012,203.07098612166
"144",15.3157854304882,240.676724292338
"145",16.6475928592263,248.197871926473
"146",15.3157854304882,225.634429024067
"147",12.652170573012,188.028690853389
"148",13.318074287381,225.634429024067
"149",15.3157854304882,255.719019560609
"150",11.9862668586429,225.634429024067
