"y","x","x2"
153.705047627552,51.1216970381793,42.1137795323745
98.4580100695569,32.6205283368472,25.2702667790044
77.8404526842123,25.3230115596671,11.0461537237326
174.681430086857,58.0261865723878,64.2190219208815
59.6770040036915,20.1477242691908,20.0857416464946
121.39821537192,40.6728472863324,33.8157788294025
130.188591134252,43.132800294552,40.3394650181798
143.756201768738,47.9993927595206,40.172090006688
101.033370633515,33.3052947174292,25.5153223201073
126.806081190086,41.8737168516964,38.1257159204123
204.13465637513,67.4960605124943,64.3021224242
124.871891718705,41.559631844284,42.4050695247921
191.515233096016,63.9692622167058,56.2845261873087
195.889352163793,65.2941002801526,59.0349911494361
142.946436638633,48.4804240276571,39.4717154752777
111.786516765374,37.5879377091769,44.2252244059294
69.8991928278094,23.0902080016676,26.0929991828701
199.240327066575,66.4414891798515,67.1900574184742
95.0849001036209,31.5675894985907,33.6313164520982
53.9254805067754,18.3396314352285,13.4504030822856
200.61948114561,67.1249817020725,60.8454651238391
163.634392197118,54.632795038633,54.1636277743501
67.7260960764221,22.8261862578802,24.4523674110991
136.072660341492,45.2106560836546,58.1337152333866
201.147603595677,67.4750181206036,62.8394531054039
142.781945310248,47.2015844215639,50.2562166963811
112.64670232247,37.2480654960964,36.4081783636931
150.641119912178,50.6341413629707,54.7377758545907
98.6078569660008,32.5901339401025,34.4269163453933
93.4255114855094,31.9246005977038,49.7120167811416
81.8726302954437,27.0872197195422,27.464048193516
105.917795120584,35.3218876209576,47.0840888649636
204.996970864273,69.1320561908651,63.546698087597
70.4240606795016,23.4811265452299,14.0249471459739
59.9335745286801,20.0074199936353,13.3555335988486
66.8191548859241,22.8048799280077,27.3251818440453
159.70288107048,52.9503905831371,58.2189472750266
146.463758953628,49.059106586501,46.7564842316583
193.146459673897,64.0266764431726,78.0009429748191
155.50860769029,52.0149500935804,69.651480407434
167.153743814156,55.5392755859066,60.3952891278127
129.158768119735,43.6624649178702,41.0050754788983
152.05981084061,51.2911147321574,52.8072284393016
181.970514630899,60.1993003080133,73.9653984381582
174.172186489796,58.2454853435047,56.441542200899
207.640927592288,68.8902054552455,53.2134541304701
117.487569496097,39.1687344934326,36.5614755663464
96.793233691848,32.1436211140826,41.7617246313184
114.574672767126,37.521122393664,46.0600770367651
45.5491059534855,15.5756911507342,19.763658171456
