"precio","m2"
19.1832714512436,33.4057409171015
18.7445326805646,32.1220793310097
14.0357241736472,23.0807836788339
16.7855180832837,29.153563819951
10.788574628783,16.7582348668756
18.9566193439011,32.9487335413
11.9443023880689,18.725089136842
8.85584601778806,12.1564173459367
15.706224352015,26.8317199163348
18.8143567133138,32.7419285541843
7.13851970757,8.03308985007366
10.8603443289252,16.9635842445165
11.2659124764569,17.7049417955349
9.0295584006369,12.7111488343877
9.88528543762932,15.0009157411468
7.98324058347195,10.2320007813755
15.3213965646645,25.8082760742603
8.40668733871671,12.9266870416497
12.9913139802135,20.8188322795349
16.5735056192588,28.6698004683204
15.4845760882315,26.6470248909121
16.7957346209466,28.7388756887279
19.6345374512379,34.425184503678
14.957067771477,25.7739752492749
11.7178725910142,18.6346088283655
14.9321571105486,24.9414987100752
15.2522963617517,26.4089855126756
9.07544830863528,13.1072597489727
15.9958461043524,26.7395006300406
16.3806928974117,28.0924762044321
11.5161816095424,19.0256412176873
11.31215183878,18.4022951419368
14.1736702383701,23.9816558518511
10.6038826797456,16.059293107009
16.2880310683142,27.7204019466079
10.6623769123085,16.7629995205264
14.5979139010922,24.8289781743662
18.7592484603337,32.9795833104665
16.736249545855,28.5605812892493
12.0626569210426,19.833766506941
14.2722192074591,23.7773114429093
13.103336432809,21.2936266788015
13.0884613133618,22.3880775051399
15.0170302765821,25.0973240843363
8.75502821630365,12.527666000644
12.7268522243889,20.3985272664635
19.0039274399312,32.9160937280851
13.9640177536132,23.3902025065373
19.2704728623641,33.6785899164557
9.85357039408286,14.6464385464835
10.4260468419399,16.3103262333004
7.75343779116454,10.5491630662899
12.056162567598,19.3174220356009
19.464889453694,34.065667745586
17.8219659338552,30.9470739664142
14.5560330929927,24.8944162971127
19.1227943177178,33.1008446229336
18.1048845454984,31.1626741364999
6.94497656576067,8.62125206458651
15.8032900018382,26.7400095348774
18.7583801717028,32.9378283688693
13.417200533124,21.7382366318879
10.2611988797156,15.5353810895925
14.3721432130826,23.6811666829574
6.65542849016211,9.59945576053488
14.173746353283,23.896299772101
11.2430917150723,17.5161020618488
17.1135317774813,30.0756786055196
9.04194204683939,12.8195224093317
15.0364954445336,25.6923117975943
14.7134586555782,24.6397442289965
19.0348231469088,33.1919122086131
8.022211163055,10.6084152245207
8.60943196810202,12.7319176962727
14.806594690622,25.6106907739803
9.23779721315059,13.9904877769387
8.05777754629229,9.99316657944313
16.0473974984645,27.7639849561183
8.50182779085739,11.6812210328147
17.9481576738576,30.7258289257335
19.4283433743454,33.9577594401049
9.04604671389455,13.7386839228425
16.5414503573226,28.3174534468492
19.3980292122527,33.9704079429083
17.2948024872558,30.0063407518911
19.0176535542244,33.6565609526747
16.1194673586,28.0803719074233
15.4235599101197,26.2594777117079
