"","x"
"1",1115.94352622051
"2",1031.82798054768
"3",532.722575229127
"4",849.930283403955
"5",280.838435853366
"6",1085.61904197559
"7",350.62896318268
"8",147.778482688591
"9",719.941193668637
"10",1072.03388544731
"11",64.5305325393565
"12",287.76319042081
"13",313.464963983279
"14",161.573304689955
"15",225.027473072987
"16",104.693839990068
"17",666.067113925237
"18",167.099237872753
"19",433.423777483404
"20",821.957458893303
"21",710.063935536891
"22",825.922975852154
"23",1185.09332811227
"24",664.297800150234
"25",347.248646186199
"26",622.078357904684
"27",697.434515808709
"28",171.800258127041
"29",715.000893943943
"30",789.187219296582
"31",361.975023744162
"32",338.64446649095
"33",575.119817396626
"34",257.900895096827
"35",768.420684081502
"36",280.998152925167
"37",616.478157183155
"38",1087.652915332
"39",815.706803579815
"40",393.378293851856
"41",565.360539453104
"42",453.418537136167
"43",501.226014376152
"44",629.875676194206
"45",156.942415423691
"46",416.099914640654
"47",1083.46922631608
"48",547.101573296823
"49",1134.24741876079
"50",214.518162095919
"51",266.026741836686
"52",111.284841399174
"53",373.162794101518
"54",1160.46971895266
"55",957.721387082711
"56",619.731962773949
"57",1095.66591475159
"58",971.112259337679
"59",74.3259871611372
"60",715.028109925333
"61",1084.90053765709
"62",472.550931863952
"63",241.348065598868
"64",560.797655466013
"65",92.1495508984663
"66",571.033142798115
"67",306.813831441104
"68",904.546443582512
"69",164.340154803358
"70",660.094885504805
"71",607.116995670367
"72",1101.70303606428
"73",112.538473575842
"74",162.101728224661
"75",655.90748192044
"76",195.733748236671
"77",99.863378284499
"78",770.838860643562
"79",136.450924817473
"80",944.076563173439
"81",1153.12942619203
"82",188.751435931772
"83",801.878169714473
"84",1153.98861580761
"85",900.380485318601
"86",1132.76409516111
"87",788.507286459208
"88",689.560169691686
"89",120.712289470248
"90",599.254794127773
"91",763.505744258873
"92",120.35518323537
"93",456.450646743178
"94",871.247310005128
"95",1062.84614820033
"96",291.690824565012
"97",1171.94474543212
"98",436.31915707374
"99",291.241028695367
"100",500.79043416772
"101",861.851551837754
"102",442.86551940022
"103",1155.26965541067
"104",342.874224402476
"105",96.3753730757162
"106",115.052432345692
"107",122.910527593922
"108",1038.09586135903
"109",958.809105260298
"110",867.058087827172
"111",210.49712956883
"112",882.729466538876
"113",920.822135428898
"114",102.817263198085
"115",233.341881085653
"116",267.583120579366
"117",817.69621965941
